date,product_type,region,daily_demand,warehouse_stock,lead_time_days,reorder_point,recommended_reorder_qty
2024-07-18,megapack,South,9,401,12,13,0
2024-07-18,megapack,Northeast,12,652,10,18,0
2024-07-18,powerwall,West,94,630,13,141,0
2024-07-18,powerwall,Central,114,335,8,171,0
2024-07-18,powerwall,South,105,325,7,157,0
2024-07-18,powerwall,Northeast,99,273,7,148,0
2024-07-19,solar_panel,West,327,975,7,490,0
2024-07-19,solar_panel,Central,278,423,10,417,0
2024-07-19,solar_panel,South,316,839,9,474,0
2024-07-19,solar_panel,Northeast,328,296,6,492,196
2024-07-19,solar_roof,West,41,1338,14,61,0
2024-07-19,solar_roof,Central,58,425,9,87,0
2024-07-19,solar_roof,South,47,360,13,70,0
2024-07-19,solar_roof,Northeast,37,1154,14,55,0
2024-07-19,megapack,West,7,1065,9,10,0
2024-07-19,megapack,Central,10,1361,11,15,0
2024-07-19,megapack,South,10,530,11,15,0
2024-07-19,megapack,Northeast,7,1488,10,10,0
2024-07-19,powerwall,West,100,1064,11,150,0
2024-07-19,powerwall,Central,98,1442,7,147,0
2024-07-19,powerwall,South,102,1216,12,153,0
2024-07-19,powerwall,Northeast,80,1064,7,120,0
2024-07-20,solar_panel,West,326,320,14,489,169
2024-07-20,solar_panel,Central,287,760,14,430,0
2024-07-20,solar_panel,South,314,859,10,471,0
2024-07-20,solar_panel,Northeast,302,1016,11,453,0
2024-07-20,solar_roof,West,55,1415,14,82,0
2024-07-20,solar_roof,Central,52,582,4,78,0
2024-07-20,solar_roof,South,51,1342,3,76,0
2024-07-20,solar_roof,Northeast,46,1114,5,69,0
2024-07-20,megapack,West,11,238,7,16,0
2024-07-20,megapack,Central,6,747,14,9,0
2024-07-20,megapack,South,6,233,3,9,0
2024-07-20,megapack,Northeast,13,1280,7,19,0
2024-07-20,powerwall,West,88,514,8,132,0
2024-07-20,powerwall,Central,111,1217,13,166,0
2024-07-20,powerwall,South,104,1371,7,156,0
2024-07-20,powerwall,Northeast,102,1110,14,153,0
2024-07-21,solar_panel,West,291,1101,7,436,0
2024-07-21,solar_panel,Central,319,980,3,478,0
2024-07-21,solar_panel,South,306,1443,3,459,0
2024-07-21,solar_panel,Northeast,318,639,4,477,0
2024-07-21,solar_roof,West,49,621,8,73,0
2024-07-21,solar_roof,Central,51,219,6,76,0
2024-07-21,solar_roof,South,44,1465,5,66,0
2024-07-21,solar_roof,Northeast,57,654,8,85,0
2024-07-21,megapack,West,11,1435,9,16,0
2024-07-21,megapack,Central,12,996,4,18,0
2024-07-21,megapack,South,12,1160,11,18,0
2024-07-21,megapack,Northeast,9,598,4,13,0
2024-07-21,powerwall,West,97,329,6,145,0
2024-07-21,powerwall,Central,99,1125,9,148,0
2024-07-21,powerwall,South,100,964,7,150,0
2024-07-21,powerwall,Northeast,95,1413,4,142,0
2024-07-22,solar_panel,West,273,1499,4,409,0
2024-07-22,solar_panel,Central,290,1203,13,435,0
2024-07-22,solar_panel,South,317,1335,7,475,0
2024-07-22,solar_panel,Northeast,308,1150,13,462,0
2024-07-22,solar_roof,West,67,634,12,100,0
2024-07-22,solar_roof,Central,42,1198,13,63,0
2024-07-22,solar_roof,South,49,249,7,73,0
2024-07-22,solar_roof,Northeast,48,516,5,72,0
2024-07-22,megapack,West,15,1204,4,22,0
2024-07-22,megapack,Central,8,560,6,12,0
2024-07-22,megapack,South,17,418,6,25,0
2024-07-22,megapack,Northeast,11,1222,6,16,0
2024-07-22,powerwall,West,84,1356,8,126,0
2024-07-22,powerwall,Central,121,549,12,181,0
2024-07-22,powerwall,South,85,1183,6,127,0
2024-07-22,powerwall,Northeast,107,604,5,160,0
2024-07-23,solar_panel,West,290,1200,13,435,0
2024-07-23,solar_panel,Central,289,749,9,433,0
2024-07-23,solar_panel,South,309,867,6,463,0
2024-07-23,solar_panel,Northeast,326,568,8,489,0
2024-07-23,solar_roof,West,57,1114,11,85,0
2024-07-23,solar_roof,Central,47,703,5,70,0
2024-07-23,solar_roof,South,39,336,14,58,0
2024-07-23,solar_roof,Northeast,37,725,10,55,0
2024-07-23,megapack,West,10,890,12,15,0
2024-07-23,megapack,Central,9,1217,4,13,0
2024-07-23,megapack,South,9,1027,3,13,0
2024-07-23,megapack,Northeast,8,241,11,12,0
2024-07-23,powerwall,West,99,1365,8,148,0
2024-07-23,powerwall,Central,114,1439,10,171,0
2024-07-23,powerwall,South,107,1135,8,160,0
2024-07-23,powerwall,Northeast,111,656,14,166,0
2024-07-24,solar_panel,West,312,383,5,468,85
2024-07-24,solar_panel,Central,296,1296,8,444,0
2024-07-24,solar_panel,South,329,1453,5,493,0
2024-07-24,solar_panel,Northeast,299,283,6,448,165
2024-07-24,solar_roof,West,39,422,11,58,0
2024-07-24,solar_roof,Central,57,1392,11,85,0
2024-07-24,solar_roof,South,48,807,3,72,0
2024-07-24,solar_roof,Northeast,44,1145,4,66,0
2024-07-24,megapack,West,11,1384,6,16,0
2024-07-24,megapack,Central,8,890,11,12,0
2024-07-24,megapack,South,13,366,10,19,0
2024-07-24,megapack,Northeast,9,1373,6,13,0
2024-07-24,powerwall,West,85,228,12,127,0
2024-07-24,powerwall,Central,99,327,8,148,0
2024-07-24,powerwall,South,96,723,5,144,0
2024-07-24,powerwall,Northeast,94,1468,12,141,0
2024-07-25,solar_panel,West,285,598,9,427,0
2024-07-25,solar_panel,Central,325,1255,13,487,0
2024-07-25,solar_panel,South,281,499,5,421,0
2024-07-25,solar_panel,Northeast,303,427,11,454,27
2024-07-25,solar_roof,West,44,783,12,66,0
2024-07-25,solar_roof,Central,45,727,13,67,0
2024-07-25,solar_roof,South,56,453,4,84,0
2024-07-25,solar_roof,Northeast,57,714,10,85,0
2024-07-25,megapack,West,9,1102,12,13,0
2024-07-25,megapack,Central,9,957,3,13,0
2024-07-25,megapack,South,13,1095,12,19,0
2024-07-25,megapack,Northeast,6,560,11,9,0
2024-07-25,powerwall,West,100,889,3,150,0
2024-07-25,powerwall,Central,102,735,5,153,0
2024-07-25,powerwall,South,102,304,5,153,0
2024-07-25,powerwall,Northeast,119,726,10,178,0
2024-07-26,solar_panel,West,339,1486,8,508,0
2024-07-26,solar_panel,Central,303,1077,12,454,0
2024-07-26,solar_panel,South,301,1166,8,451,0
2024-07-26,solar_panel,Northeast,317,874,9,475,0
2024-07-26,solar_roof,West,55,507,12,82,0
2024-07-26,solar_roof,Central,53,968,6,79,0
2024-07-26,solar_roof,South,52,1020,14,78,0
2024-07-26,solar_roof,Northeast,45,1350,4,67,0
2024-07-26,megapack,West,13,1226,8,19,0
2024-07-26,megapack,Central,9,697,4,13,0
2024-07-26,megapack,South,13,929,8,19,0
2024-07-26,megapack,Northeast,15,907,7,22,0
2024-07-26,powerwall,West,101,250,13,151,0
2024-07-26,powerwall,Central,99,1485,3,148,0
2024-07-26,powerwall,South,89,974,3,133,0
2024-07-26,powerwall,Northeast,90,596,13,135,0
2024-07-27,solar_panel,West,294,1320,10,441,0
2024-07-27,solar_panel,Central,299,385,10,448,63
2024-07-27,solar_panel,South,280,228,8,420,192
2024-07-27,solar_panel,Northeast,275,1340,10,412,0
2024-07-27,solar_roof,West,52,875,3,78,0
2024-07-27,solar_roof,Central,47,423,9,70,0
2024-07-27,solar_roof,South,43,752,14,64,0
2024-07-27,solar_roof,Northeast,46,1158,12,69,0
2024-07-27,megapack,West,8,829,14,12,0
2024-07-27,megapack,Central,10,405,4,15,0
2024-07-27,megapack,South,18,1297,3,27,0
2024-07-27,megapack,Northeast,11,378,10,16,0
2024-07-27,powerwall,West,114,1253,3,171,0
2024-07-27,powerwall,Central,110,312,5,165,0
2024-07-27,powerwall,South,95,1422,13,142,0
2024-07-27,powerwall,Northeast,86,1117,10,129,0
2024-07-28,solar_panel,West,278,335,7,417,82
2024-07-28,solar_panel,Central,312,230,9,468,238
2024-07-28,solar_panel,South,296,1320,3,444,0
2024-07-28,solar_panel,Northeast,297,1299,3,445,0
2024-07-28,solar_roof,West,51,297,11,76,0
2024-07-28,solar_roof,Central,37,649,10,55,0
2024-07-28,solar_roof,South,41,510,14,61,0
2024-07-28,solar_roof,Northeast,40,714,6,60,0
2024-07-28,megapack,West,8,319,11,12,0
2024-07-28,megapack,Central,14,433,11,21,0
2024-07-28,megapack,South,11,1403,11,16,0
2024-07-28,megapack,Northeast,11,695,12,16,0
2024-07-28,powerwall,West,108,1442,14,162,0
2024-07-28,powerwall,Central,96,845,8,144,0
2024-07-28,powerwall,South,106,261,9,159,0
2024-07-28,powerwall,Northeast,103,927,6,154,0
2024-07-29,solar_panel,West,277,288,9,415,127
2024-07-29,solar_panel,Central,302,1282,7,453,0
2024-07-29,solar_panel,South,264,685,14,396,0
2024-07-29,solar_panel,Northeast,311,1120,8,466,0
2024-07-29,solar_roof,West,43,250,7,64,0
2024-07-29,solar_roof,Central,54,834,6,81,0
2024-07-29,solar_roof,South,29,307,14,43,0
2024-07-29,solar_roof,Northeast,49,888,12,73,0
2024-07-29,megapack,West,11,892,10,16,0
2024-07-29,megapack,Central,3,603,4,4,0
2024-07-29,megapack,South,7,1226,9,10,0
2024-07-29,megapack,Northeast,7,676,14,10,0
2024-07-29,powerwall,West,104,701,3,156,0
2024-07-29,powerwall,Central,104,1336,4,156,0
2024-07-29,powerwall,South,89,1474,10,133,0
2024-07-29,powerwall,Northeast,112,1417,11,168,0
2024-07-30,solar_panel,West,276,874,12,414,0
2024-07-30,solar_panel,Central,302,1237,5,453,0
2024-07-30,solar_panel,South,330,218,10,495,277
2024-07-30,solar_panel,Northeast,299,953,5,448,0
2024-07-30,solar_roof,West,65,449,12,97,0
2024-07-30,solar_roof,Central,55,778,6,82,0
2024-07-30,solar_roof,South,48,752,11,72,0
2024-07-30,solar_roof,Northeast,45,1254,12,67,0
2024-07-30,megapack,West,12,475,4,18,0
2024-07-30,megapack,Central,7,1305,12,10,0
2024-07-30,megapack,South,7,785,7,10,0
2024-07-30,megapack,Northeast,9,1360,9,13,0
2024-07-30,powerwall,West,105,345,3,157,0
2024-07-30,powerwall,Central,101,464,10,151,0
2024-07-30,powerwall,South,91,1352,11,136,0
2024-07-30,powerwall,Northeast,100,710,10,150,0
2024-07-31,solar_panel,West,288,491,7,432,0
2024-07-31,solar_panel,Central,288,390,6,432,42
2024-07-31,solar_panel,South,286,1357,13,429,0
2024-07-31,solar_panel,Northeast,294,604,3,441,0
2024-07-31,solar_roof,West,51,643,4,76,0
2024-07-31,solar_roof,Central,66,233,4,99,0
2024-07-31,solar_roof,South,53,915,12,79,0
2024-07-31,solar_roof,Northeast,42,598,13,63,0
2024-07-31,megapack,West,9,1091,8,13,0
2024-07-31,megapack,Central,11,533,6,16,0
2024-07-31,megapack,South,6,1396,10,9,0
2024-07-31,megapack,Northeast,13,567,10,19,0
2024-07-31,powerwall,West,78,1149,7,117,0
2024-07-31,powerwall,Central,109,328,8,163,0
2024-07-31,powerwall,South,89,548,12,133,0
2024-07-31,powerwall,Northeast,84,337,6,126,0
2024-08-01,solar_panel,West,291,879,9,436,0
2024-08-01,solar_panel,Central,284,1137,5,426,0
2024-08-01,solar_panel,South,267,1048,9,400,0
2024-08-01,solar_panel,Northeast,281,1375,9,421,0
2024-08-01,solar_roof,West,47,361,4,70,0
2024-08-01,solar_roof,Central,45,779,8,67,0
2024-08-01,solar_roof,South,47,306,10,70,0
2024-08-01,solar_roof,Northeast,66,398,13,99,0
2024-08-01,megapack,West,16,798,3,24,0
2024-08-01,megapack,Central,8,593,8,12,0
2024-08-01,megapack,South,4,447,8,6,0
2024-08-01,megapack,Northeast,15,1335,8,22,0
2024-08-01,powerwall,West,103,1025,3,154,0
2024-08-01,powerwall,Central,95,1329,4,142,0
2024-08-01,powerwall,South,101,314,10,151,0
2024-08-01,powerwall,Northeast,109,1356,5,163,0
2024-08-02,solar_panel,West,296,243,8,444,201
2024-08-02,solar_panel,Central,292,1377,7,438,0
2024-08-02,solar_panel,South,320,1443,8,480,0
2024-08-02,solar_panel,Northeast,290,883,8,435,0
2024-08-02,solar_roof,West,38,425,3,57,0
2024-08-02,solar_roof,Central,47,955,8,70,0
2024-08-02,solar_roof,South,46,1206,9,69,0
2024-08-02,solar_roof,Northeast,51,766,6,76,0
2024-08-02,megapack,West,12,240,14,18,0
2024-08-02,megapack,Central,4,1218,6,6,0
2024-08-02,megapack,South,7,953,12,10,0
2024-08-02,megapack,Northeast,8,753,14,12,0
2024-08-02,powerwall,West,94,1009,4,141,0
2024-08-02,powerwall,Central,107,489,10,160,0
2024-08-02,powerwall,South,104,939,4,156,0
2024-08-02,powerwall,Northeast,101,1240,4,151,0
2024-08-03,solar_panel,West,312,1149,3,468,0
2024-08-03,solar_panel,Central,288,591,10,432,0
2024-08-03,solar_panel,South,322,1151,6,483,0
2024-08-03,solar_panel,Northeast,283,1163,8,424,0
2024-08-03,solar_roof,West,68,1489,14,102,0
2024-08-03,solar_roof,Central,41,785,4,61,0
2024-08-03,solar_roof,South,54,996,8,81,0
2024-08-03,solar_roof,Northeast,56,545,6,84,0
2024-08-03,megapack,West,7,1237,10,10,0
2024-08-03,megapack,Central,14,904,8,21,0
2024-08-03,megapack,South,13,405,12,19,0
2024-08-03,megapack,Northeast,9,1265,7,13,0
2024-08-03,powerwall,West,102,797,3,153,0
2024-08-03,powerwall,Central,111,933,4,166,0
2024-08-03,powerwall,South,99,412,14,148,0
2024-08-03,powerwall,Northeast,99,1288,12,148,0
2024-08-04,solar_panel,West,274,446,11,411,0
2024-08-04,solar_panel,Central,325,1216,12,487,0
2024-08-04,solar_panel,South,292,1220,12,438,0
2024-08-04,solar_panel,Northeast,308,1290,13,462,0
2024-08-04,solar_roof,West,46,500,9,69,0
2024-08-04,solar_roof,Central,53,1204,12,79,0
2024-08-04,solar_roof,South,64,1008,12,96,0
2024-08-04,solar_roof,Northeast,46,429,10,69,0
2024-08-04,megapack,West,8,394,5,12,0
2024-08-04,megapack,Central,8,555,4,12,0
2024-08-04,megapack,South,12,1058,13,18,0
2024-08-04,megapack,Northeast,14,982,11,21,0
2024-08-04,powerwall,West,105,295,4,157,0
2024-08-04,powerwall,Central,92,739,4,138,0
2024-08-04,powerwall,South,96,532,10,144,0
2024-08-04,powerwall,Northeast,89,1199,9,133,0
2024-08-05,solar_panel,West,321,1094,11,481,0
2024-08-05,solar_panel,Central,306,726,11,459,0
2024-08-05,solar_panel,South,307,263,4,460,197
2024-08-05,solar_panel,Northeast,280,962,14,420,0
2024-08-05,solar_roof,West,47,643,12,70,0
2024-08-05,solar_roof,Central,53,550,9,79,0
2024-08-05,solar_roof,South,48,1363,14,72,0
2024-08-05,solar_roof,Northeast,42,249,10,63,0
2024-08-05,megapack,West,3,1190,14,4,0
2024-08-05,megapack,Central,9,449,14,13,0
2024-08-05,megapack,South,8,1262,8,12,0
2024-08-05,megapack,Northeast,7,949,6,10,0
2024-08-05,powerwall,West,73,461,7,109,0
2024-08-05,powerwall,Central,99,322,7,148,0
2024-08-05,powerwall,South,114,886,14,171,0
2024-08-05,powerwall,Northeast,107,258,13,160,0
2024-08-06,solar_panel,West,294,435,4,441,6
2024-08-06,solar_panel,Central,284,1174,10,426,0
2024-08-06,solar_panel,South,301,552,13,451,0
2024-08-06,solar_panel,Northeast,300,901,11,450,0
2024-08-06,solar_roof,West,48,1421,10,72,0
2024-08-06,solar_roof,Central,60,342,12,90,0
2024-08-06,solar_roof,South,57,227,14,85,0
2024-08-06,solar_roof,Northeast,60,1430,4,90,0
2024-08-06,megapack,West,14,871,10,21,0
2024-08-06,megapack,Central,21,438,7,31,0
2024-08-06,megapack,South,11,425,14,16,0
2024-08-06,megapack,Northeast,14,373,13,21,0
2024-08-06,powerwall,West,103,1326,12,154,0
2024-08-06,powerwall,Central,99,1379,6,148,0
2024-08-06,powerwall,South,102,1461,10,153,0
2024-08-06,powerwall,Northeast,113,883,5,169,0
2024-08-07,solar_panel,West,286,270,7,429,159
2024-08-07,solar_panel,Central,308,718,11,462,0
2024-08-07,solar_panel,South,315,1110,5,472,0
2024-08-07,solar_panel,Northeast,285,523,4,427,0
2024-08-07,solar_roof,West,51,453,13,76,0
2024-08-07,solar_roof,Central,54,235,5,81,0
2024-08-07,solar_roof,South,43,1440,13,64,0
2024-08-07,solar_roof,Northeast,49,737,14,73,0
2024-08-07,megapack,West,8,762,12,12,0
2024-08-07,megapack,Central,6,622,6,9,0
2024-08-07,megapack,South,6,775,14,9,0
2024-08-07,megapack,Northeast,9,710,12,13,0
2024-08-07,powerwall,West,113,1437,9,169,0
2024-08-07,powerwall,Central,94,919,4,141,0
2024-08-07,powerwall,South,118,1153,13,177,0
2024-08-07,powerwall,Northeast,107,1096,5,160,0
2024-08-08,solar_panel,West,326,940,3,489,0
2024-08-08,solar_panel,Central,311,482,9,466,0
2024-08-08,solar_panel,South,279,1379,10,418,0
2024-08-08,solar_panel,Northeast,295,661,8,442,0
2024-08-08,solar_roof,West,46,665,9,69,0
2024-08-08,solar_roof,Central,49,274,14,73,0
2024-08-08,solar_roof,South,41,994,5,61,0
2024-08-08,solar_roof,Northeast,50,834,14,75,0
2024-08-08,megapack,West,8,963,8,12,0
2024-08-08,megapack,Central,12,821,4,18,0
2024-08-08,megapack,South,9,951,13,13,0
2024-08-08,megapack,Northeast,4,1115,8,6,0
2024-08-08,powerwall,West,105,1316,13,157,0
2024-08-08,powerwall,Central,79,840,10,118,0
2024-08-08,powerwall,South,86,902,3,129,0
2024-08-08,powerwall,Northeast,88,586,4,132,0
2024-08-09,solar_panel,West,290,1407,5,435,0
2024-08-09,solar_panel,Central,291,675,14,436,0
2024-08-09,solar_panel,South,294,1456,3,441,0
2024-08-09,solar_panel,Northeast,289,413,12,433,20
2024-08-09,solar_roof,West,49,929,10,73,0
2024-08-09,solar_roof,Central,40,631,10,60,0
2024-08-09,solar_roof,South,51,727,12,76,0
2024-08-09,solar_roof,Northeast,45,1362,8,67,0
2024-08-09,megapack,West,11,1283,14,16,0
2024-08-09,megapack,Central,9,218,4,13,0
2024-08-09,megapack,South,8,1183,6,12,0
2024-08-09,megapack,Northeast,10,1025,9,15,0
2024-08-09,powerwall,West,81,504,8,121,0
2024-08-09,powerwall,Central,103,657,13,154,0
2024-08-09,powerwall,South,101,719,7,151,0
2024-08-09,powerwall,Northeast,89,970,3,133,0
2024-08-10,solar_panel,West,316,1057,12,474,0
2024-08-10,solar_panel,Central,306,865,4,459,0
2024-08-10,solar_panel,South,335,494,4,502,8
2024-08-10,solar_panel,Northeast,290,287,10,435,148
2024-08-10,solar_roof,West,57,1379,3,85,0
2024-08-10,solar_roof,Central,56,305,4,84,0
2024-08-10,solar_roof,South,45,854,6,67,0
2024-08-10,solar_roof,Northeast,48,774,4,72,0
2024-08-10,megapack,West,11,784,10,16,0
2024-08-10,megapack,Central,16,869,11,24,0
2024-08-10,megapack,South,7,847,13,10,0
2024-08-10,megapack,Northeast,13,1177,12,19,0
2024-08-10,powerwall,West,88,500,8,132,0
2024-08-10,powerwall,Central,89,679,7,133,0
2024-08-10,powerwall,South,110,1173,11,165,0
2024-08-10,powerwall,Northeast,95,378,5,142,0
2024-08-11,solar_panel,West,284,573,6,426,0
2024-08-11,solar_panel,Central,278,607,4,417,0
2024-08-11,solar_panel,South,308,620,3,462,0
2024-08-11,solar_panel,Northeast,335,365,6,502,137
2024-08-11,solar_roof,West,49,995,13,73,0
2024-08-11,solar_roof,Central,38,1453,3,57,0
2024-08-11,solar_roof,South,46,387,3,69,0
2024-08-11,solar_roof,Northeast,39,1348,3,58,0
2024-08-11,megapack,West,10,544,10,15,0
2024-08-11,megapack,Central,8,495,7,12,0
2024-08-11,megapack,South,12,1208,6,18,0
2024-08-11,megapack,Northeast,15,1288,13,22,0
2024-08-11,powerwall,West,93,1423,6,139,0
2024-08-11,powerwall,Central,109,682,8,163,0
2024-08-11,powerwall,South,93,696,9,139,0
2024-08-11,powerwall,Northeast,108,422,14,162,0
2024-08-12,solar_panel,West,277,468,4,415,0
2024-08-12,solar_panel,Central,287,649,4,430,0
2024-08-12,solar_panel,South,325,1021,14,487,0
2024-08-12,solar_panel,Northeast,316,764,13,474,0
2024-08-12,solar_roof,West,51,1290,4,76,0
2024-08-12,solar_roof,Central,46,599,8,69,0
2024-08-12,solar_roof,South,57,890,4,85,0
2024-08-12,solar_roof,Northeast,40,208,6,60,0
2024-08-12,megapack,West,11,579,13,16,0
2024-08-12,megapack,Central,4,1150,6,6,0
2024-08-12,megapack,South,9,880,3,13,0
2024-08-12,megapack,Northeast,12,672,5,18,0
2024-08-12,powerwall,West,91,659,5,136,0
2024-08-12,powerwall,Central,111,823,5,166,0
2024-08-12,powerwall,South,88,529,11,132,0
2024-08-12,powerwall,Northeast,84,1115,3,126,0
2024-08-13,solar_panel,West,289,1195,13,433,0
2024-08-13,solar_panel,Central,318,1444,10,477,0
2024-08-13,solar_panel,South,319,1444,7,478,0
2024-08-13,solar_panel,Northeast,258,303,3,387,84
2024-08-13,solar_roof,West,53,1275,3,79,0
2024-08-13,solar_roof,Central,61,1437,5,91,0
2024-08-13,solar_roof,South,50,1231,7,75,0
2024-08-13,solar_roof,Northeast,55,472,8,82,0
2024-08-13,megapack,West,2,981,12,3,0
2024-08-13,megapack,Central,7,224,6,10,0
2024-08-13,megapack,South,10,414,13,15,0
2024-08-13,megapack,Northeast,6,898,4,9,0
2024-08-13,powerwall,West,103,579,12,154,0
2024-08-13,powerwall,Central,96,1479,5,144,0
2024-08-13,powerwall,South,112,389,13,168,0
2024-08-13,powerwall,Northeast,87,827,3,130,0
2024-08-14,solar_panel,West,299,600,7,448,0
2024-08-14,solar_panel,Central,331,951,8,496,0
2024-08-14,solar_panel,South,260,708,12,390,0
2024-08-14,solar_panel,Northeast,296,742,7,444,0
2024-08-14,solar_roof,West,36,1237,12,54,0
2024-08-14,solar_roof,Central,53,521,8,79,0
2024-08-14,solar_roof,South,46,1263,13,69,0
2024-08-14,solar_roof,Northeast,52,1305,13,78,0
2024-08-14,megapack,West,9,473,9,13,0
2024-08-14,megapack,Central,9,1303,13,13,0
2024-08-14,megapack,South,12,744,7,18,0
2024-08-14,megapack,Northeast,12,837,11,18,0
2024-08-14,powerwall,West,107,241,10,160,0
2024-08-14,powerwall,Central,93,864,12,139,0
2024-08-14,powerwall,South,119,780,4,178,0
2024-08-14,powerwall,Northeast,90,1129,6,135,0
2024-08-15,solar_panel,West,314,433,8,471,38
2024-08-15,solar_panel,Central,305,789,12,457,0
2024-08-15,solar_panel,South,295,911,4,442,0
2024-08-15,solar_panel,Northeast,310,590,10,465,0
2024-08-15,solar_roof,West,40,1482,7,60,0
2024-08-15,solar_roof,Central,52,299,7,78,0
2024-08-15,solar_roof,South,59,209,10,88,0
2024-08-15,solar_roof,Northeast,55,394,13,82,0
2024-08-15,megapack,West,11,296,8,16,0
2024-08-15,megapack,Central,17,1369,7,25,0
2024-08-15,megapack,South,12,990,13,18,0
2024-08-15,megapack,Northeast,8,772,12,12,0
2024-08-15,powerwall,West,105,1384,12,157,0
2024-08-15,powerwall,Central,98,369,12,147,0
2024-08-15,powerwall,South,95,400,14,142,0
2024-08-15,powerwall,Northeast,113,300,3,169,0
2024-08-16,solar_panel,West,306,453,5,459,6
2024-08-16,solar_panel,Central,292,1243,3,438,0
2024-08-16,solar_panel,South,328,335,11,492,157
2024-08-16,solar_panel,Northeast,294,232,9,441,209
2024-08-16,solar_roof,West,44,325,11,66,0
2024-08-16,solar_roof,Central,50,1135,13,75,0
2024-08-16,solar_roof,South,46,648,8,69,0
2024-08-16,solar_roof,Northeast,51,329,7,76,0
2024-08-16,megapack,West,8,1434,4,12,0
2024-08-16,megapack,Central,11,1247,10,16,0
2024-08-16,megapack,South,20,883,14,30,0
2024-08-16,megapack,Northeast,12,600,3,18,0
2024-08-16,powerwall,West,101,1135,14,151,0
2024-08-16,powerwall,Central,99,1097,4,148,0
2024-08-16,powerwall,South,94,589,9,141,0
2024-08-16,powerwall,Northeast,102,882,5,153,0
2024-08-17,solar_panel,West,275,227,7,412,185
2024-08-17,solar_panel,Central,282,216,8,423,207
2024-08-17,solar_panel,South,291,388,13,436,48
2024-08-17,solar_panel,Northeast,308,630,6,462,0
2024-08-17,solar_roof,West,54,288,3,81,0
2024-08-17,solar_roof,Central,44,477,3,66,0
2024-08-17,solar_roof,South,45,1057,8,67,0
2024-08-17,solar_roof,Northeast,46,1213,10,69,0
2024-08-17,megapack,West,11,1177,8,16,0
2024-08-17,megapack,Central,10,786,8,15,0
2024-08-17,megapack,South,11,1148,12,16,0
2024-08-17,megapack,Northeast,8,1494,5,12,0
2024-08-17,powerwall,West,105,824,6,157,0
2024-08-17,powerwall,Central,84,1368,4,126,0
2024-08-17,powerwall,South,100,1266,11,150,0
2024-08-17,powerwall,Northeast,113,268,10,169,0
2024-08-18,solar_panel,West,315,766,8,472,0
2024-08-18,solar_panel,Central,323,639,9,484,0
2024-08-18,solar_panel,South,287,1453,11,430,0
2024-08-18,solar_panel,Northeast,292,1230,6,438,0
2024-08-18,solar_roof,West,49,475,3,73,0
2024-08-18,solar_roof,Central,50,837,5,75,0
2024-08-18,solar_roof,South,38,1067,3,57,0
2024-08-18,solar_roof,Northeast,55,728,14,82,0
2024-08-18,megapack,West,13,779,13,19,0
2024-08-18,megapack,Central,18,1139,5,27,0
2024-08-18,megapack,South,9,1461,5,13,0
2024-08-18,megapack,Northeast,6,708,10,9,0
2024-08-18,powerwall,West,98,1262,11,147,0
2024-08-18,powerwall,Central,103,312,11,154,0
2024-08-18,powerwall,South,106,1116,11,159,0
2024-08-18,powerwall,Northeast,103,1405,11,154,0
2024-08-19,solar_panel,West,288,590,6,432,0
2024-08-19,solar_panel,Central,325,963,11,487,0
2024-08-19,solar_panel,South,314,1025,5,471,0
2024-08-19,solar_panel,Northeast,282,426,12,423,0
2024-08-19,solar_roof,West,50,442,10,75,0
2024-08-19,solar_roof,Central,45,1105,4,67,0
2024-08-19,solar_roof,South,58,542,13,87,0
2024-08-19,solar_roof,Northeast,51,314,9,76,0
2024-08-19,megapack,West,9,865,11,13,0
2024-08-19,megapack,Central,9,1038,3,13,0
2024-08-19,megapack,South,7,1474,13,10,0
2024-08-19,megapack,Northeast,13,1338,9,19,0
2024-08-19,powerwall,West,106,681,4,159,0
2024-08-19,powerwall,Central,106,664,9,159,0
2024-08-19,powerwall,South,106,1149,9,159,0
2024-08-19,powerwall,Northeast,96,1079,12,144,0
2024-08-20,solar_panel,West,302,1273,12,453,0
2024-08-20,solar_panel,Central,257,768,8,385,0
2024-08-20,solar_panel,South,297,1492,10,445,0
2024-08-20,solar_panel,Northeast,317,848,7,475,0
2024-08-20,solar_roof,West,51,687,9,76,0
2024-08-20,solar_roof,Central,55,811,6,82,0
2024-08-20,solar_roof,South,60,315,7,90,0
2024-08-20,solar_roof,Northeast,53,1445,3,79,0
2024-08-20,megapack,West,9,1190,12,13,0
2024-08-20,megapack,Central,6,832,3,9,0
2024-08-20,megapack,South,9,603,9,13,0
2024-08-20,megapack,Northeast,6,1462,6,9,0
2024-08-20,powerwall,West,106,1398,8,159,0
2024-08-20,powerwall,Central,84,447,3,126,0
2024-08-20,powerwall,South,93,403,7,139,0
2024-08-20,powerwall,Northeast,111,1351,6,166,0
2024-08-21,solar_panel,West,337,314,5,505,191
2024-08-21,solar_panel,Central,315,871,7,472,0
2024-08-21,solar_panel,South,311,897,4,466,0
2024-08-21,solar_panel,Northeast,315,748,11,472,0
2024-08-21,solar_roof,West,43,462,7,64,0
2024-08-21,solar_roof,Central,53,1437,10,79,0
2024-08-21,solar_roof,South,38,308,5,57,0
2024-08-21,solar_roof,Northeast,40,251,9,60,0
2024-08-21,megapack,West,3,264,3,4,0
2024-08-21,megapack,Central,11,409,10,16,0
